,site_id,url,deal_type,city,zip_code,post_canton,accuracy,latitude,longitude,price_unit,price,property_type,living_space,rooms,perspective,year_built,outdoor_parking,indoor_parking,balcony,property_area,fireplace,pets_allowed,floor,wheelchair_accessible,ceiling_height,lift,cable_tv,last_renovation,floor_space,cubage,minergie_certified
5901,3000426774,https://www.homegate.ch/rent/3000426774,rent,Zürich,8001,ZH,HIGH,47.369185,8.544952,Month,3700.0,APARTMENT,90.0,2.5,,,,,,,,,1,,232.0,1.0,1.0,2019.0,,,
5902,3000425385,https://www.homegate.ch/rent/3000425385,rent,Zürich,8038,ZH,HIGH,47.344244,8.5329663,Month,2150.0,APARTMENT,65.0,2.5,,,,,,,,,1,,2.25,,1.0,,65.0,146.0,
5903,3000342508,https://www.homegate.ch/rent/3000342508,rent,Künten,5444,AG,HIGH,47.3884662,8.3307611,Month,2550.0,APARTMENT,203.0,6.5,1.0,1986.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
5910,3000381032,https://www.homegate.ch/rent/3000381032,rent,Zürich,8002,ZH,HIGH,47.3546516,8.5262304,Month,2700.0,APARTMENT,45.0,2.0,1.0,,,,1.0,,,,2,1.0,2.2,1.0,1.0,,45.0,,
5913,3000428191,https://www.homegate.ch/rent/3000428191,rent,Zürich,8003,ZH,HIGH,47.37373059999999,8.5185821,Month,750.0,APARTMENT,10.0,1.0,,,,,,,,,,,,,1.0,,,,
5914,3000428190,https://www.homegate.ch/rent/3000428190,rent,Zürich,8003,ZH,HIGH,47.37373059999999,8.5185821,Month,750.0,APARTMENT,10.0,1.0,,,,,,,,,,,,,1.0,,,,
5923,3000392482,https://www.homegate.ch/rent/3000392482,rent,Uster,8610,ZH,MEDIUM,47.3475084,8.707782,Month,1580.0,APARTMENT,41.0,1.5,1.0,2020.0,,1.0,1.0,,,,6,1.0,2.6,1.0,,,,,
5924,3000433322,https://www.homegate.ch/rent/3000433322,rent,Uster,8610,ZH,HIGH,47.3334234,8.7132062,Month,1610.0,APARTMENT,,2.5,,,,,,,,,,,,,,,,,
5926,3000425054,https://www.homegate.ch/rent/3000425054,rent,Zürich,8041,ZH,HIGH,47.3376099,8.5204738,Month,3820.0,APARTMENT,138.0,4.5,,2019.0,,1.0,1.0,,,,3,1.0,,1.0,,,151.0,,1.0
5929,3000390105,https://www.homegate.ch/rent/3000390105,rent,Zürich,8001,ZH,HIGH,47.3715528,8.541158099999999,Month,3700.0,APARTMENT,80.0,3.0,1.0,,,,1.0,,1.0,,6,,,,,,85.0,,
5931,3000364788,https://www.homegate.ch/rent/3000364788,rent,Zürich,8002,ZH,HIGH,47.354305,8.5267428,Month,1750.0,APARTMENT,18.0,1.0,,,,,,,,,3,,2.45,1.0,1.0,2010.0,,,
5934,3000407466,https://www.homegate.ch/rent/3000407466,rent,Zürich,8004,ZH,HIGH,47.3727104,8.523182,Month,1390.0,APARTMENT,28.0,1.0,,,,,,,,,Ground,,,1.0,,2016.0,,,
5938,3000369646,https://www.homegate.ch/rent/3000369646,rent,Zürich,8003,ZH,HIGH,47.3670069,8.5203474,Month,840.0,APARTMENT,,1.0,1.0,,,,,,,,3,,,,,,,,
5939,3000380228,https://www.homegate.ch/rent/3000380228,rent,Zürich,8003,ZH,HIGH,47.3765605,8.5102579,Month,960.0,APARTMENT,16.0,1.0,,,,,,,,,2,,2.4,1.0,1.0,,,,
5948,3000282984,https://www.homegate.ch/rent/3000282984,rent,Uster,8610,ZH,HIGH,47.34801359999999,8.7094195,Month,1640.0,APARTMENT,60.0,3.0,,1961.0,,,,,,1.0,1,,,,,2005.0,,155.0,
5949,3000372906,https://www.homegate.ch/rent/3000372906,rent,Uster,8610,ZH,HIGH,47.362173,8.7110015,Month,1650.0,APARTMENT,72.0,4.0,1.0,,1.0,,1.0,,,,1,,,,,,,,
5959,3000407467,https://www.homegate.ch/rent/3000407467,rent,Zürich,8004,ZH,HIGH,47.3727104,8.523182,Month,1390.0,APARTMENT,24.0,1.0,,,,,,,,,1,,,1.0,1.0,2016.0,,,
5963,3000427151,https://www.homegate.ch/rent/3000427151,rent,Nänikon,8606,ZH,LOW,47.3701743,8.6942287,Month,600.0,APARTMENT,,,,,,,,,,,,,,,,,,,
5964,3000428112,https://www.homegate.ch/rent/3000428112,rent,Zürich,8005,ZH,HIGH,47.3863561,8.51428,Month,3740.0,APARTMENT,127.0,4.5,,2012.0,,1.0,,,,,2,,,1.0,1.0,,,,
5965,3000428977,https://www.homegate.ch/rent/3000428977,rent,Zürich,8003,ZH,HIGH,47.3707621,8.513186900000001,Month,970.0,APARTMENT,27.0,1.0,,1956.0,,,,,,1.0,1,,,1.0,1.0,,,,
5966,3000320214,https://www.homegate.ch/rent/3000320214,rent,Zürich,8003,ZH,HIGH,47.37373059999999,8.5185821,Month,990.0,APARTMENT,15.0,1.0,,,,,,,,,,,,,1.0,,,,
5972,3000332337,https://www.homegate.ch/rent/3000332337,rent,Uster,8610,ZH,HIGH,47.3555377,8.7147747,Month,1650.0,APARTMENT,77.0,3.0,1.0,,1.0,1.0,1.0,,,,3,,,1.0,1.0,2019.0,,,
5973,3000425162,https://www.homegate.ch/rent/3000425162,rent,Uster,8610,ZH,HIGH,47.3448954,8.7162585,Month,1650.0,APARTMENT,73.0,3.0,1.0,1795.0,,,1.0,,,1.0,Ground,,,,,2020.0,,,
5974,3000424169,https://www.homegate.ch/rent/3000424169,rent,Zürich,8008,ZH,HIGH,47.3576625,8.5510738,Month,5340.0,APARTMENT,140.0,4.5,1.0,2017.0,,,1.0,,,1.0,Ground,1.0,2.6,1.0,,2017.0,140.0,,
5975,3000421816,https://www.homegate.ch/rent/3000421816,rent,Zürich,8050,ZH,HIGH,47.4123728,8.5484458,Month,2950.0,APARTMENT,67.0,2.5,1.0,2012.0,,,1.0,,,,4,1.0,2.46,1.0,1.0,,74.0,160.0,1.0
5978,3000421669,https://www.homegate.ch/rent/3000421669,rent,Zürich,8001,ZH,HIGH,47.3755019,8.5448079,Month,341.0,APARTMENT,19.0,1.0,,,,,,,,,5,,,1.0,,,,,
5979,3000309169,https://www.homegate.ch/rent/3000309169,rent,Zürich,8001,ZH,HIGH,47.37421639999999,8.5359742,Month,1000.0,APARTMENT,,,,,,,,,,,5,,,,,,,,
5980,3000309171,https://www.homegate.ch/rent/3000309171,rent,Zürich,8001,ZH,HIGH,47.37421639999999,8.5359742,Month,1000.0,APARTMENT,,,,,,,,,,,5,,,,,,,,
5983,3000367788,https://www.homegate.ch/rent/3000367788,rent,Zürich,8004,ZH,MEDIUM,47.3711537,8.5287569,Month,2200.0,APARTMENT,29.0,1.5,1.0,2020.0,,,,,,,Ground,,2.4,,,2020.0,,,
5985,3000427242,https://www.homegate.ch/rent/3000427242,rent,Nänikon,8606,ZH,HIGH,47.3707369,8.6815813,Month,800.0,APARTMENT,14.0,,,,,,,,,,,,,,,,,,
5986,3000426880,https://www.homegate.ch/rent/3000426880,rent,Nänikon,8606,ZH,LOW,47.3701743,8.6942287,Month,900.0,APARTMENT,10.0,,,,,,,,,,,,,,,,,,
5987,3000426914,https://www.homegate.ch/rent/3000426914,rent,Nänikon,8606,ZH,HIGH,47.3742599,8.6768042,Month,2050.0,APARTMENT,97.0,4.5,,,,,,,,,,,,,,,,,
5988,3000430890,https://www.homegate.ch/rent/3000430890,rent,Zürich,8005,ZH,HIGH,47.3857726,8.5287598,Month,4900.0,APARTMENT,,4.5,1.0,1886.0,,,1.0,,,1.0,3,,,,1.0,2020.0,155.0,,
5989,3000427343,https://www.homegate.ch/rent/3000427343,rent,Zürich,8005,ZH,HIGH,47.3907196,8.510472199999999,Month,5000.0,APARTMENT,125.0,2.5,1.0,2015.0,1.0,1.0,1.0,,,1.0,22,1.0,2.8,1.0,1.0,,125.0,,1.0
5990,3000320213,https://www.homegate.ch/rent/3000320213,rent,Zürich,8003,ZH,HIGH,47.37373059999999,8.5185821,Month,990.0,APARTMENT,15.0,1.0,,,,,,,,,,,,,1.0,,,,
5991,3000394861,https://www.homegate.ch/rent/3000394861,rent,Zürich,8003,ZH,MEDIUM,47.3702216,8.5132277,Month,1050.0,APARTMENT,17.0,1.0,,,,,,,,,Ground,,,,1.0,,,,
5996,3000200571,https://www.homegate.ch/rent/3000200571,rent,Uster,8610,ZH,HIGH,47.3446986,8.7349103,Month,1660.0,APARTMENT,56.0,2.5,,1975.0,,1.0,1.0,,,1.0,1,,,,1.0,2018.0,,138.0,
5997,3000401253,https://www.homegate.ch/rent/3000401253,rent,Uster,8610,ZH,HIGH,47.3446278,8.7340086,Month,1660.0,APARTMENT,56.0,2.5,,1975.0,,1.0,1.0,,,1.0,1,,,,1.0,2018.0,,138.0,
6002,3000435852,https://www.homegate.ch/rent/3000435852,rent,Zürich,8001,ZH,HIGH,47.3750603,8.5449346,Month,1130.0,APARTMENT,15.0,,,,,,,,,,,,,,,,,,
6003,3000335914,https://www.homegate.ch/rent/3000335914,rent,Zürich,8001,ZH,HIGH,47.3761683,8.5444003,Month,1200.0,APARTMENT,17.0,1.0,1.0,,,,,,,,1,,,1.0,1.0,,17.0,,
6004,104677944,https://www.homegate.ch/rent/104677944,rent,Zürich,8002,ZH,MEDIUM,47.3565712,8.5261993,Month,550.0,APARTMENT,,,,,,,,,,,,,,,,,,,
6005,3000214888,https://www.homegate.ch/rent/3000214888,rent,Zürich,8002,ZH,HIGH,47.36184189999999,8.526649899999999,Month,990.0,APARTMENT,23.0,1.0,,,,,,,,1.0,2,,,,1.0,,,,
6006,3000404522,https://www.homegate.ch/rent/3000404522,rent,Zürich,8002,ZH,MEDIUM,47.3565712,8.5261993,Month,1350.0,APARTMENT,25.0,1.0,1.0,1930.0,,,,,,,3,,,,1.0,2018.0,,,
6010,3000414847,https://www.homegate.ch/rent/3000414847,rent,Zürich,8005,ZH,HIGH,47.3904372,8.5182982,Month,5190.0,APARTMENT,135.0,3.5,,,1.0,1.0,1.0,,,,5,,,1.0,,,,,
6011,3000434701,https://www.homegate.ch/rent/3000434701,rent,Zürich,8003,ZH,HIGH,47.3727199,8.5192008,Month,1140.0,APARTMENT,25.0,1.0,,1968.0,,,,,,,5,,,1.0,,,,,
6012,3000424733,https://www.homegate.ch/rent/3000424733,rent,Zürich,8003,ZH,HIGH,47.3675805,8.5217127,Month,1390.0,APARTMENT,20.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,
6018,3000350207,https://www.homegate.ch/rent/3000350207,rent,Uster,8610,ZH,HIGH,47.34335069999999,8.7153069,Month,1671.0,APARTMENT,64.0,3.0,,1970.0,1.0,1.0,1.0,,,1.0,4,,,1.0,1.0,1998.0,,157.0,
6019,3000319785,https://www.homegate.ch/rent/3000319785,rent,Uster,8610,ZH,HIGH,47.35448179999999,8.7167086,Month,1673.0,APARTMENT,69.0,3.0,1.0,,1.0,1.0,1.0,,,,1,,,,1.0,2019.0,,,
6020,3000421533,https://www.homegate.ch/rent/3000421533,rent,Zürich,8003,ZH,HIGH,47.3750757,8.516991599999999,Month,2630.0,APARTMENT,72.0,2.5,1.0,,,,,,1.0,,5,,,,1.0,2014.0,,,
6021,3000391996,https://www.homegate.ch/rent/3000391996,rent,Zürich,8002,ZH,HIGH,47.3669567,8.5280303,Month,2890.0,APARTMENT,,2.5,,,1.0,,1.0,,,,Ground,,,,,,,,
6024,3000374106,https://www.homegate.ch/rent/3000374106,rent,Zürich,8001,ZH,HIGH,47.3761683,8.5444003,Month,1400.0,APARTMENT,20.0,1.0,,,,,,,,,1,,,1.0,1.0,,20.0,,
6025,3000397447,https://www.homegate.ch/rent/3000397447,rent,Zürich,8001,ZH,HIGH,47.372682,8.5436315,Month,1400.0,APARTMENT,,1.0,,,,,,,,,,,,1.0,,,,,
6026,3000383638,https://www.homegate.ch/rent/3000383638,rent,Zurich,8002,ZH,HIGH,47.356901,8.5267901,Month,1582.0,APARTMENT,23.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6027,3000433919,https://www.homegate.ch/rent/3000433919,rent,Zürich,8002,ZH,HIGH,47.3632713,8.524182699999999,Month,1600.0,APARTMENT,54.0,2.0,,,,,1.0,,,,1,,,,1.0,,,,
6029,3000314600,https://www.homegate.ch/rent/3000314600,rent,Zürich,8004,ZH,HIGH,47.3789008,8.5093401,Month,690.0,APARTMENT,10.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6032,3000424732,https://www.homegate.ch/rent/3000424732,rent,Zürich,8003,ZH,HIGH,47.3675805,8.5217127,Month,1390.0,APARTMENT,20.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,
6033,3000314633,https://www.homegate.ch/rent/3000314633,rent,Zürich,8003,ZH,HIGH,47.3741648,8.5161567,Month,1390.0,APARTMENT,12.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6040,3000374723,https://www.homegate.ch/rent/3000374723,rent,Uster,8610,ZH,HIGH,47.3448912,8.7095039,Month,1675.0,APARTMENT,65.0,3.0,,1946.0,,,,,,1.0,Ground,,,,,,,,
6041,3000427800,https://www.homegate.ch/rent/3000427800,rent,Uster,8610,ZH,HIGH,47.3437504,8.7084388,Month,1695.0,APARTMENT,88.0,3.5,1.0,1979.0,,1.0,1.0,,,1.0,2,,235.0,,,2006.0,88.0,,
6042,3000421316,https://www.homegate.ch/rent/3000421316,rent,Zürich,8008,ZH,MEDIUM,47.349592,8.5638775,Month,1700.0,APARTMENT,,2.0,1.0,,,,1.0,,,,1,,2.7,,,2019.0,,,
6043,3000421154,https://www.homegate.ch/rent/3000421154,rent,Zürich,8047,ZH,HIGH,47.3768329,8.4965768,Month,2000.0,APARTMENT,75.0,3.0,,,,,1.0,,,,2,,,,,2019.0,,,
6046,3000397448,https://www.homegate.ch/rent/3000397448,rent,Zürich,8001,ZH,HIGH,47.372682,8.5436315,Month,1400.0,APARTMENT,,1.0,,,,,,,,,,,,1.0,,,,,
6047,3000220614,https://www.homegate.ch/rent/3000220614,rent,Zürich,8001,ZH,HIGH,47.3735961,8.5457422,Month,1490.0,APARTMENT,22.0,1.0,,,,,,,,,2,,,,1.0,,,,
6048,3000415957,https://www.homegate.ch/rent/3000415957,rent,Zürich,8001,ZH,HIGH,47.3721603,8.541034,Month,1510.0,APARTMENT,25.0,1.0,,1700.0,,,,,,,3,,,1.0,1.0,1972.0,,,
6049,3000383664,https://www.homegate.ch/rent/3000383664,rent,Zurich,8002,ZH,HIGH,47.356901,8.5267901,Month,1856.0,APARTMENT,12.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6050,3000418469,https://www.homegate.ch/rent/3000418469,rent,Zurich,8002,ZH,HIGH,47.356901,8.5267901,Month,1922.0,APARTMENT,23.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6051,3000314602,https://www.homegate.ch/rent/3000314602,rent,Zürich,8004,ZH,HIGH,47.3789008,8.5093401,Month,690.0,APARTMENT,10.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6052,3000314601,https://www.homegate.ch/rent/3000314601,rent,Zürich,8004,ZH,HIGH,47.3789008,8.5093401,Month,790.0,APARTMENT,15.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6053,3000395508,https://www.homegate.ch/rent/3000395508,rent,Zürich,8005,ZH,HIGH,47.3833679,8.5299788,Month,3364.0,APARTMENT,70.0,3.0,,1896.0,,,,,,,1,,2.7,,,2010.0,,189.0,
6055,3000314632,https://www.homegate.ch/rent/3000314632,rent,Zürich,8003,ZH,HIGH,47.3741648,8.5161567,Month,1390.0,APARTMENT,12.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6056,3000391888,https://www.homegate.ch/rent/3000391888,rent,Zürich,8003,ZH,HIGH,47.36957779999999,8.5182729,Month,1400.0,APARTMENT,20.0,1.0,,,,,,,,,1,,,,1.0,,,,
6059,3000303058,https://www.homegate.ch/rent/3000303058,rent,Uster,8610,ZH,HIGH,47.3390804,8.715205,Month,1712.0,APARTMENT,76.0,3.5,,,,,,,,,2,,,,,,,,
6060,3000246879,https://www.homegate.ch/rent/3000246879,rent,Uster,8610,ZH,HIGH,47.3390804,8.715205,Month,1720.0,APARTMENT,76.0,3.5,,,,,,,,,1,,,,,,,,
6061,3000421005,https://www.homegate.ch/rent/3000421005,rent,Zürich,8001,ZH,HIGH,47.375042,8.544005,Month,2350.0,APARTMENT,,1.5,,,,,,,,,2,,,,,,,,
6063,3000306453,https://www.homegate.ch/rent/3000306453,rent,Zürich,8057,ZH,HIGH,47.4022313,8.5320691,Month,3685.0,APARTMENT,111.0,4.5,,2020.0,,1.0,1.0,,,,,,,1.0,,,,,
6064,3000401898,https://www.homegate.ch/rent/3000401898,rent,Zürich,8001,ZH,MEDIUM,47.3717938,8.542850399999999,Month,1600.0,APARTMENT,16.0,1.5,1.0,,,,1.0,,,,,,,1.0,1.0,2018.0,,,
6065,3000425332,https://www.homegate.ch/rent/3000425332,rent,Zürich,8001,ZH,HIGH,47.3722845,8.5447414,Month,1625.0,APARTMENT,35.0,1.0,,1637.0,,,,,,,4,,,,,,,,
6066,3000430469,https://www.homegate.ch/rent/3000430469,rent,Zürich,8002,ZH,HIGH,47.36184189999999,8.526649899999999,Month,1990.0,APARTMENT,57.0,2.0,,,,,,,,1.0,Ground,,,,1.0,,,,
6067,3000383639,https://www.homegate.ch/rent/3000383639,rent,Zurich,8002,ZH,HIGH,47.356901,8.5267901,Month,2163.0,APARTMENT,38.0,2.0,,,,,,,,1.0,,,,,1.0,,,,
6068,3000314599,https://www.homegate.ch/rent/3000314599,rent,Zürich,8004,ZH,HIGH,47.3789008,8.5093401,Month,790.0,APARTMENT,15.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6069,3000239705,https://www.homegate.ch/rent/3000239705,rent,Zürich,8004,ZH,MEDIUM,47.375084,8.529878799999999,Month,895.0,APARTMENT,,1.0,,,,,,,,,4,,,1.0,1.0,,,,
6072,3000383626,https://www.homegate.ch/rent/3000383626,rent,Zürich,8003,ZH,LOW,47.37220629999999,8.5162396,Month,1440.0,APARTMENT,45.0,2.0,,,,,1.0,,,,1,,,1.0,,,,,
6073,3000309212,https://www.homegate.ch/rent/3000309212,rent,Zürich,8003,ZH,HIGH,47.37645089999999,8.5101775,Month,1490.0,APARTMENT,25.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6076,3000412609,https://www.homegate.ch/rent/3000412609,rent,Uster,8610,ZH,HIGH,47.3527502,8.7300496,Month,1731.0,APARTMENT,58.0,2.5,,,,1.0,1.0,,,,2,,,,1.0,,,,
6077,3000436724,https://www.homegate.ch/rent/3000436724,rent,Uster,8610,ZH,HIGH,47.3470214,8.717412999999999,Month,1738.0,APARTMENT,61.0,2.5,1.0,2018.0,,1.0,,,,,1,,,,,,61.0,,
6078,3000306458,https://www.homegate.ch/rent/3000306458,rent,Zürich,8057,ZH,HIGH,47.4022313,8.5320047,Month,4290.0,APARTMENT,121.0,5.5,,2020.0,,1.0,1.0,,,,,,,1.0,,,,,
6080,3000334550,https://www.homegate.ch/rent/3000334550,rent,Zürich,8001,ZH,HIGH,47.3727136,8.5429835,Month,1740.0,APARTMENT,17.0,1.0,,,,,,,,,4,,,1.0,1.0,2018.0,,,
6081,3000245410,https://www.homegate.ch/rent/3000245410,rent,Zürich,8001,ZH,HIGH,47.3727136,8.5429835,Month,1790.0,APARTMENT,18.0,1.0,,,,,,,,,4,,,1.0,1.0,,,,
6082,3000396796,https://www.homegate.ch/rent/3000396796,rent,Zürich,8002,ZH,HIGH,47.3591664,8.5254092,Month,2200.0,APARTMENT,95.0,4.0,,,,,1.0,,,,2,,,,1.0,,,,
6083,3000428429,https://www.homegate.ch/rent/3000428429,rent,Zürich,8002,ZH,MEDIUM,47.3599618,8.5325808,Month,2250.0,APARTMENT,45.0,2.0,,,,,1.0,,,,2,,2.45,,,,,,
6084,3000237653,https://www.homegate.ch/rent/3000237653,rent,Zürich,8004,ZH,HIGH,47.3782177,8.5277535,Month,950.0,APARTMENT,15.0,1.0,,,,,1.0,,,,2,,,1.0,1.0,2020.0,,,
6085,110204477,https://www.homegate.ch/rent/110204477,rent,Zürich,8004,ZH,HIGH,47.37902099999999,8.5090199,Month,950.0,APARTMENT,11.0,1.0,,,,,,,,,1,,,,,2019.0,,,
6086,3000372558,https://www.homegate.ch/rent/3000372558,rent,Zürich,8005,ZH,HIGH,47.3817511,8.533663899999999,Month,1850.0,APARTMENT,60.0,2.0,1.0,1900.0,,,,,,,,,,,1.0,2020.0,60.0,,
6088,3000373276,https://www.homegate.ch/rent/3000373276,rent,Zürich,8003,ZH,HIGH,47.37645089999999,8.5101775,Month,1490.0,APARTMENT,25.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6089,3000413958,https://www.homegate.ch/rent/3000413958,rent,Zürich,8003,ZH,LOW,47.37220629999999,8.5162396,Month,1490.0,APARTMENT,20.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,
6092,3000223397,https://www.homegate.ch/rent/3000223397,rent,Uster,8610,ZH,HIGH,47.3442677,8.7300162,Month,1750.0,APARTMENT,59.0,2.5,,,,,,,,1.0,1,,,,1.0,,,,
6093,3000416967,https://www.homegate.ch/rent/3000416967,rent,Uster,8610,ZH,LOW,47.3479211,8.723527599999999,Month,1750.0,APARTMENT,50.0,2.5,,2019.0,,,1.0,,,,3,,,1.0,,,,,
6096,3000323827,https://www.homegate.ch/rent/3000323827,rent,Zürich,8001,ZH,LOW,47.3741561,8.5396323,Month,1890.0,APARTMENT,30.0,1.0,,,,,,,,,,,,1.0,,,,,
6097,3000433463,https://www.homegate.ch/rent/3000433463,rent,Zürich,8001,ZH,HIGH,47.3746031,8.5438293,Month,1895.0,APARTMENT,,1.5,1.0,,,,,,,,,,,,1.0,,,,
6098,3000383665,https://www.homegate.ch/rent/3000383665,rent,Zurich,8002,ZH,HIGH,47.356901,8.5267901,Month,2260.0,APARTMENT,23.0,1.0,,,,,,,,1.0,,,,,1.0,,,,
6099,3000390331,https://www.homegate.ch/rent/3000390331,rent,Zurich,8002,ZH,HIGH,47.3526511,8.530070499999999,Month,2271.0,APARTMENT,28.0,2.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,
6100,3000290862,https://www.homegate.ch/rent/3000290862,rent,Zürich,8004,ZH,HIGH,47.3846753,8.5081952,Month,1050.0,APARTMENT,25.0,1.0,,1965.0,,,,,,,,,2.8,,,2019.0,,,
6101,3000418404,https://www.homegate.ch/rent/3000418404,rent,Zürich,8004,ZH,HIGH,47.3770098,8.5269738,Month,1085.0,APARTMENT,45.0,2.0,,,,,,,,,5,,,,,,,,
6102,3000351805,https://www.homegate.ch/rent/3000351805,rent,Zürich,8005,ZH,LOW,47.3893214,8.5131587,Month,4900.0,APARTMENT,,2.5,1.0,2014.0,,,1.0,,,,12,1.0,2.8,1.0,1.0,,90.0,,1.0
6104,3000314635,https://www.homegate.ch/rent/3000314635,rent,Zürich,8003,ZH,HIGH,47.3741648,8.5161567,Month,1500.0,APARTMENT,15.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6105,3000314634,https://www.homegate.ch/rent/3000314634,rent,Zürich,8003,ZH,HIGH,47.3741648,8.5161567,Month,1500.0,APARTMENT,15.0,1.0,,,,,,,,,,,,1.0,1.0,,,,
6112,3000419113,https://www.homegate.ch/rent/3000419113,rent,Uster,8610,ZH,HIGH,47.3550399,8.7077072,Month,1760.0,APARTMENT,79.0,4.0,,1963.0,1.0,1.0,1.0,,,1.0,3,,,,1.0,2005.0,,,
6113,3000401254,https://www.homegate.ch/rent/3000401254,rent,Uster,8610,ZH,HIGH,47.3441955,8.734892300000002,Month,1790.0,APARTMENT,70.0,3.5,,1975.0,,1.0,1.0,,,1.0,2,,,,1.0,2018.0,,157.0,
6114,3000418321,https://www.homegate.ch/rent/3000418321,rent,Zürich,8057,ZH,HIGH,47.4029318,8.544877,Month,2350.0,APARTMENT,78.0,3.0,1.0,,,,1.0,,,1.0,1,,,1.0,1.0,,78.0,,
6116,3000433325,https://www.homegate.ch/rent/3000433325,rent,Zürich,8001,ZH,HIGH,47.3746031,8.5438293,Month,1895.0,APARTMENT,,1.5,1.0,,,,,,,,,,,,1.0,,,,
6117,3000418818,https://www.homegate.ch/rent/3000418818,rent,Zürich,8001,ZH,HIGH,47.3708912,8.5416358,Month,1950.0,APARTMENT,19.0,1.0,,,,,,,,,3,,,1.0,1.0,,,,
6118,3000390338,https://www.homegate.ch/rent/3000390338,rent,Zurich,8002,ZH,HIGH,47.3526511,8.530070499999999,Month,2271.0,APARTMENT,28.0,2.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,
6119,3000390414,https://www.homegate.ch/rent/3000390414,rent,Zurich,8002,ZH,HIGH,47.3526511,8.530070499999999,Month,2271.0,APARTMENT,32.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,
6120,3000409527,https://www.homegate.ch/rent/3000409527,rent,Zürich,8004,ZH,MEDIUM,47.37501049999999,8.5279828,Month,1100.0,APARTMENT,18.0,1.0,1.0,1900.0,,,,,,,3,,,1.0,1.0,2020.0,,,
6121,3000085766,https://www.homegate.ch/rent/3000085766,rent,Zürich,8004,ZH,HIGH,47.37902099999999,8.5090199,Month,1100.0,APARTMENT,18.0,1.0,,,,,,,,,3,,,,,2019.0,,,
6123,3000418150,https://www.homegate.ch/rent/3000418150,rent,Zürich,8005,ZH,MEDIUM,47.3778579,8.5403226,Month,700.0,APARTMENT,14.0,1.0,1.0,,,,,,,,4,,,,1.0,,,,
6124,3000364287,https://www.homegate.ch/rent/3000364287,rent,Zürich,8003,ZH,HIGH,47.3731574,8.5201231,Month,1590.0,APARTMENT,,1.0,,,,,1.0,,,,2,,,1.0,,,,,
6125,3000413988,https://www.homegate.ch/rent/3000413988,rent,Zürich,8003,ZH,LOW,47.37220629999999,8.5162396,Month,1680.0,APARTMENT,25.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,
6133,3000412119,https://www.homegate.ch/rent/3000412119,rent,Uster,8610,ZH,HIGH,47.3563631,8.709261099999999,Month,1795.0,APARTMENT,75.0,4.0,1.0,,1.0,1.0,1.0,,,,3,,,,1.0,2020.0,,,
6134,3000405320,https://www.homegate.ch/rent/3000405320,rent,Uster,8610,ZH,HIGH,47.3593533,8.7097654,Month,1800.0,APARTMENT,76.0,2.5,,,,,,,,,2,,,,,,,,
6135,3000417882,https://www.homegate.ch/rent/3000417882,rent,Zürich,8057,ZH,HIGH,47.40386549999999,8.5601542,Month,2100.0,APARTMENT,72.0,2.5,,,1.0,1.0,1.0,,1.0,,Ground,1.0,,1.0,1.0,2018.0,,,
6136,3000417638,https://www.homegate.ch/rent/3000417638,rent,Zürich,8046,ZH,HIGH,47.4094,8.523758,Month,1820.0,APARTMENT,59.0,2.5,,,1.0,,1.0,,,,Ground,,,,,,,,
6137,3000433263,https://www.homegate.ch/rent/3000433263,rent,Zürich,8001,ZH,HIGH,47.3739108,8.5449505,Month,1985.0,APARTMENT,,1.5,1.0,,,,,,,,1,,,1.0,1.0,,,,
6138,3000433256,https://www.homegate.ch/rent/3000433256,rent,Zürich,8001,ZH,HIGH,47.3739108,8.5449505,Month,1985.0,APARTMENT,,1.5,1.0,,,,,,,,1,,,1.0,1.0,,,,
6139,3000390339,https://www.homegate.ch/rent/3000390339,rent,Zurich,8002,ZH,HIGH,47.3526511,8.530070499999999,Month,2271.0,APARTMENT,32.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,
6140,3000412688,https://www.homegate.ch/rent/3000412688,rent,Zürich,8002,ZH,HIGH,47.3559022,8.526774099999999,Month,2280.0,APARTMENT,42.0,2.0,,1967.0,,,1.0,,,,3,,2.4,1.0,1.0,2018.0,,,
